curve_id,pair_id,split,kind,archetype,GT,truth_T1_latent,truth_T1_observable,mean_reporting_delay,delay_median,r_pre,r_post,ramp_days,ascertainment,dispersion,imports,weekday_batch_fraction,zero_fraction
development_fast_respiratory_008_outbreak,development_fast_respiratory_008,development,outbreak,fast_respiratory,3.136946452563677,49.0,50.0,1.2230347785228814,1,0.7930781888994212,1.6114654456804507,11,0.6995497862457987,16.82969336026686,1.8188148649879556,0.15919183470848025,0.022727272727272728
development_fast_respiratory_008_no_outbreak,development_fast_respiratory_008,development,no_outbreak,fast_respiratory,3.136946452563677,,,1.2230347785228814,1,0.7930781888994212,,11,0.6995497862457987,16.82969336026686,1.8188148649879556,0.15919183470848025,0.013636363636363636
development_fast_respiratory_009_outbreak,development_fast_respiratory_009,development,outbreak,fast_respiratory,3.811389470904943,39.0,41.0,2.575911540631373,2,0.9113903032002819,1.8842483220043418,9,0.6919805253042163,9.607842502690627,0.7989422180471495,0.2713962229506065,0.06818181818181818
development_fast_respiratory_009_no_outbreak,development_fast_respiratory_009,development,no_outbreak,fast_respiratory,3.811389470904943,,,2.575911540631373,2,0.9113903032002819,,9,0.6919805253042163,9.607842502690627,0.7989422180471495,0.2713962229506065,0.045454545454545456
development_fast_respiratory_010_outbreak,development_fast_respiratory_010,development,outbreak,fast_respiratory,2.827744419434923,51.0,53.0,1.7786482089946547,2,0.8943186554807732,2.0909321133700027,9,0.4628343727144515,23.151880266486742,1.132644103018308,0.16379210906297248,0.04090909090909091
development_fast_respiratory_010_no_outbreak,development_fast_respiratory_010,development,no_outbreak,fast_respiratory,2.827744419434923,,,1.7786482089946547,2,0.8943186554807732,,9,0.4628343727144515,23.151880266486742,1.132644103018308,0.16379210906297248,0.03636363636363636
development_fast_respiratory_011_outbreak,development_fast_respiratory_011,development,outbreak,fast_respiratory,3.272645430597321,40.0,42.0,1.809302098454476,2,0.9370724807599623,2.1094615530074505,10,0.6000818929494707,15.635837526690338,1.6355910761280157,0.34707123257724226,0.00909090909090909
development_fast_respiratory_011_no_outbreak,development_fast_respiratory_011,development,no_outbreak,fast_respiratory,3.272645430597321,,,1.809302098454476,2,0.9370724807599623,,10,0.6000818929494707,15.635837526690338,1.6355910761280157,0.34707123257724226,0.01818181818181818
development_fast_respiratory_012_outbreak,development_fast_respiratory_012,development,outbreak,fast_respiratory,2.5967207851973475,59.0,61.0,2.524049928086579,2,0.8006415094220332,1.9273659223483985,6,0.616657863381964,13.676355300640093,1.747486913891028,0.32861324197205355,0.022727272727272728
development_fast_respiratory_012_no_outbreak,development_fast_respiratory_012,development,no_outbreak,fast_respiratory,2.5967207851973475,,,2.524049928086579,2,0.8006415094220332,,6,0.616657863381964,13.676355300640093,1.747486913891028,0.32861324197205355,0.05454545454545454
development_fast_respiratory_013_outbreak,development_fast_respiratory_013,development,outbreak,fast_respiratory,2.7180337408167756,54.0,55.0,1.0842814984790123,1,0.7371742105313309,1.697393979063098,6,0.6885438241481087,16.127338991801935,1.0029275346194324,0.2560221494426769,0.045454545454545456
development_fast_respiratory_013_no_outbreak,development_fast_respiratory_013,development,no_outbreak,fast_respiratory,2.7180337408167756,,,1.0842814984790123,1,0.7371742105313309,,6,0.6885438241481087,16.127338991801935,1.0029275346194324,0.2560221494426769,0.14545454545454545
development_fast_respiratory_014_outbreak,development_fast_respiratory_014,development,outbreak,fast_respiratory,3.571874958827051,39.0,40.0,1.657012032563519,1,0.9209944977484456,2.0445469055063157,5,0.681512711522395,9.29144610139443,1.7300498703931229,0.20219887446047863,0.004545454545454545
development_fast_respiratory_014_no_outbreak,development_fast_respiratory_014,development,no_outbreak,fast_respiratory,3.571874958827051,,,1.657012032563519,1,0.9209944977484456,,5,0.681512711522395,9.29144610139443,1.7300498703931229,0.20219887446047863,0.022727272727272728
development_fast_respiratory_015_outbreak,development_fast_respiratory_015,development,outbreak,fast_respiratory,2.822922918315857,64.0,66.0,2.7657545513244592,2,0.8250036067639556,1.3835231829664458,7,0.5415269847206912,15.72897615231093,0.8047109111244024,0.25681021313882463,0.08181818181818182
development_fast_respiratory_015_no_outbreak,development_fast_respiratory_015,development,no_outbreak,fast_respiratory,2.822922918315857,,,2.7657545513244592,2,0.8250036067639556,,7,0.5415269847206912,15.72897615231093,0.8047109111244024,0.25681021313882463,0.13636363636363635
development_fast_respiratory_016_outbreak,development_fast_respiratory_016,development,outbreak,fast_respiratory,3.1060185890450596,45.0,46.0,1.603619301706019,1,0.831001750549173,1.46977764884348,6,0.5814307128532314,15.588483155689344,0.8262902696237006,0.18912707632512488,0.06818181818181818
development_fast_respiratory_016_no_outbreak,development_fast_respiratory_016,development,no_outbreak,fast_respiratory,3.1060185890450596,,,1.603619301706019,1,0.831001750549173,,6,0.5814307128532314,15.588483155689344,0.8262902696237006,0.18912707632512488,0.1409090909090909
development_fast_respiratory_017_outbreak,development_fast_respiratory_017,development,outbreak,fast_respiratory,2.8854874333761837,63.0,65.0,2.7013233233940683,2,0.8395574629524314,1.9060397918242655,7,0.3946749600513311,17.25814218327995,1.7515218622538034,0.2179313852355511,0.05454545454545454
development_fast_respiratory_017_no_outbreak,development_fast_respiratory_017,development,no_outbreak,fast_respiratory,2.8854874333761837,,,2.7013233233940683,2,0.8395574629524314,,7,0.3946749600513311,17.25814218327995,1.7515218622538034,0.2179313852355511,0.05454545454545454
development_fast_respiratory_018_outbreak,development_fast_respiratory_018,development,outbreak,fast_respiratory,3.949301200872286,60.0,62.0,1.9407288538202097,2,0.7689774576952254,1.6471401523004037,6,0.36532142431591175,12.654685590831885,1.8848212576199106,0.3094466493062942,0.05454545454545454
development_fast_respiratory_018_no_outbreak,development_fast_respiratory_018,development,no_outbreak,fast_respiratory,3.949301200872286,,,1.9407288538202097,2,0.7689774576952254,,6,0.36532142431591175,12.654685590831885,1.8848212576199106,0.3094466493062942,0.09545454545454546
development_fast_respiratory_019_outbreak,development_fast_respiratory_019,development,outbreak,fast_respiratory,3.157928534270755,48.0,50.0,2.225709452001444,2,0.891124292258261,1.7669360226249053,6,0.5723302830468008,13.856694310158826,0.9004918948805689,0.09813907696911353,0.07272727272727272
development_fast_respiratory_019_no_outbreak,development_fast_respiratory_019,development,no_outbreak,fast_respiratory,3.157928534270755,,,2.225709452001444,2,0.891124292258261,,6,0.5723302830468008,13.856694310158826,0.9004918948805689,0.09813907696911353,0.08181818181818182
development_influenza_like_000_outbreak,development_influenza_like_000,development,outbreak,influenza_like,3.485295570842209,70.0,72.0,2.5185294084114385,2,0.949422271650588,1.4694774144895897,14,0.39047589191470233,15.612469844458753,1.7008578014187927,0.20061995667713156,0.01818181818181818
development_influenza_like_000_no_outbreak,development_influenza_like_000,development,no_outbreak,influenza_like,3.485295570842209,,,2.5185294084114385,2,0.949422271650588,,14,0.39047589191470233,15.612469844458753,1.7008578014187927,0.20061995667713156,0.02727272727272727
development_influenza_like_001_outbreak,development_influenza_like_001,development,outbreak,influenza_like,4.11060366396533,46.0,48.0,1.7289367070510502,2,0.8938640112619183,1.661245905283597,10,0.41556288020477117,9.49740613382628,1.1699537155705462,0.3266926549580237,0.03636363636363636
development_influenza_like_001_no_outbreak,development_influenza_like_001,development,no_outbreak,influenza_like,4.11060366396533,,,1.7289367070510502,2,0.8938640112619183,,10,0.41556288020477117,9.49740613382628,1.1699537155705462,0.3266926549580237,0.09545454545454546
development_influenza_like_002_outbreak,development_influenza_like_002,development,outbreak,influenza_like,3.6173596398067156,64.0,66.0,2.5905325402044426,2,0.744718093951974,1.739871052830519,12,0.5042132270273484,12.347393790605114,1.578232798402618,0.07039873693479483,0.04090909090909091
development_influenza_like_002_no_outbreak,development_influenza_like_002,development,no_outbreak,influenza_like,3.6173596398067156,,,2.5905325402044426,2,0.744718093951974,,12,0.5042132270273484,12.347393790605114,1.578232798402618,0.07039873693479483,0.09090909090909091
development_influenza_like_003_outbreak,development_influenza_like_003,development,outbreak,influenza_like,4.948649940496704,49.0,52.0,3.386933375001171,3,0.7152100906941592,1.700810984278515,13,0.3913684887010136,16.51283884152533,1.315139201963709,0.18301097999361388,0.05454545454545454
development_influenza_like_003_no_outbreak,development_influenza_like_003,development,no_outbreak,influenza_like,4.948649940496704,,,3.386933375001171,3,0.7152100906941592,,13,0.3913684887010136,16.51283884152533,1.315139201963709,0.18301097999361388,0.22727272727272727
development_influenza_like_004_outbreak,development_influenza_like_004,development,outbreak,influenza_like,3.5532990895318335,71.0,74.0,3.1124691498830237,3,0.9235678571919085,1.7032643870382849,14,0.4275837714113314,16.674785152057805,1.5604542793400102,0.12724489630728628,0.04090909090909091
development_influenza_like_004_no_outbreak,development_influenza_like_004,development,no_outbreak,influenza_like,3.5532990895318335,,,3.1124691498830237,3,0.9235678571919085,,14,0.4275837714113314,16.674785152057805,1.5604542793400102,0.12724489630728628,0.02727272727272727
development_influenza_like_005_outbreak,development_influenza_like_005,development,outbreak,influenza_like,4.209696341807268,57.0,60.0,3.190754337270839,3,0.8810733994124412,1.6739378073952218,14,0.30668449645362655,14.238753140101672,0.7824671064381866,0.2582801723244317,0.12272727272727273
development_influenza_like_005_no_outbreak,development_influenza_like_005,development,no_outbreak,influenza_like,4.209696341807268,,,3.190754337270839,3,0.8810733994124412,,14,0.30668449645362655,14.238753140101672,0.7824671064381866,0.2582801723244317,0.31363636363636366
development_influenza_like_006_outbreak,development_influenza_like_006,development,outbreak,influenza_like,4.129850367401968,72.0,74.0,2.579677501853908,2,0.7561792776676454,1.805112990159658,13,0.5497471077335077,9.760349152568727,1.7497682102336611,0.3337075181515572,0.02727272727272727
development_influenza_like_006_no_outbreak,development_influenza_like_006,development,no_outbreak,influenza_like,4.129850367401968,,,2.579677501853908,2,0.7561792776676454,,13,0.5497471077335077,9.760349152568727,1.7497682102336611,0.3337075181515572,0.031818181818181815
development_influenza_like_007_outbreak,development_influenza_like_007,development,outbreak,influenza_like,3.4519244456354343,53.0,56.0,3.761293858679963,3,0.8311195427319445,1.8144640938658076,7,0.5968155829595996,11.672708414019551,0.9981683517655414,0.08965950475741882,0.05909090909090909
development_influenza_like_007_no_outbreak,development_influenza_like_007,development,no_outbreak,influenza_like,3.4519244456354343,,,3.761293858679963,3,0.8311195427319445,,7,0.5968155829595996,11.672708414019551,0.9981683517655414,0.08965950475741882,0.07727272727272727
development_influenza_like_008_outbreak,development_influenza_like_008,development,outbreak,influenza_like,4.0361377319516505,59.0,60.0,1.1418232170210256,1,0.9488005167039428,1.714415829834983,8,0.26037883459900424,13.461808225754632,1.6311653927078358,0.12172871489265455,0.08181818181818182
development_influenza_like_008_no_outbreak,development_influenza_like_008,development,no_outbreak,influenza_like,4.0361377319516505,,,1.1418232170210256,1,0.9488005167039428,,8,0.26037883459900424,13.461808225754632,1.6311653927078358,0.12172871489265455,0.09545454545454546
development_influenza_like_009_outbreak,development_influenza_like_009,development,outbreak,influenza_like,3.173406089960353,47.0,48.0,1.0320708631933155,1,0.7063735448960707,1.6425387474516078,12,0.41737542790541116,5.493629903377371,0.9107635493412167,0.11020966943976741,0.05454545454545454
development_influenza_like_009_no_outbreak,development_influenza_like_009,development,no_outbreak,influenza_like,3.173406089960353,,,1.0320708631933155,1,0.7063735448960707,,12,0.41737542790541116,5.493629903377371,0.9107635493412167,0.11020966943976741,0.35909090909090907
development_influenza_like_010_outbreak,development_influenza_like_010,development,outbreak,influenza_like,4.01545507804774,50.0,51.0,1.1135013612605404,1,0.7957565003777247,1.5066937542907228,7,0.49421809339752676,6.036373100054733,1.1536405059327208,0.27788242400696944,0.10909090909090909
development_influenza_like_010_no_outbreak,development_influenza_like_010,development,no_outbreak,influenza_like,4.01545507804774,,,1.1135013612605404,1,0.7957565003777247,,7,0.49421809339752676,6.036373100054733,1.1536405059327208,0.27788242400696944,0.1318181818181818
development_influenza_like_011_outbreak,development_influenza_like_011,development,outbreak,influenza_like,4.061767039149257,64.0,67.0,3.9436712116323474,3,0.8711678082793738,1.754097769854377,14,0.4238763451217238,7.2626161450501865,0.75118238565473,0.17883394395223667,0.15454545454545454
development_influenza_like_011_no_outbreak,development_influenza_like_011,development,no_outbreak,influenza_like,4.061767039149257,,,3.9436712116323474,3,0.8711678082793738,,14,0.4238763451217238,7.2626161450501865,0.75118238565473,0.17883394395223667,0.20909090909090908
development_influenza_like_012_outbreak,development_influenza_like_012,development,outbreak,influenza_like,3.111646817378448,48.0,51.0,3.5054094191117744,3,0.8616910084732026,1.6864453729190556,13,0.6239574741564047,17.158666677977493,1.0471207475453332,0.08690374075952058,0.045454545454545456
development_influenza_like_012_no_outbreak,development_influenza_like_012,development,no_outbreak,influenza_like,3.111646817378448,,,3.5054094191117744,3,0.8616910084732026,,13,0.6239574741564047,17.158666677977493,1.0471207475453332,0.08690374075952058,0.06363636363636363
development_influenza_like_013_outbreak,development_influenza_like_013,development,outbreak,influenza_like,4.680996236925104,70.0,72.0,2.692847384426042,2,0.7022996755706292,1.305256913829677,7,0.6258842377998477,14.221630862792686,0.9531328854277882,0.34853604085698775,0.1
development_influenza_like_013_no_outbreak,development_influenza_like_013,development,no_outbreak,influenza_like,4.680996236925104,,,2.692847384426042,2,0.7022996755706292,,7,0.6258842377998477,14.221630862792686,0.9531328854277882,0.34853604085698775,0.20909090909090908
development_influenza_like_014_outbreak,development_influenza_like_014,development,outbreak,influenza_like,3.7356612181048265,68.0,69.0,1.7090438239181336,1,0.7235372019293824,1.2982104908862109,9,0.33829729880332216,10.170955139702011,1.571447999103463,0.07862667314169174,0.09090909090909091
development_influenza_like_014_no_outbreak,development_influenza_like_014,development,no_outbreak,influenza_like,3.7356612181048265,,,1.7090438239181336,1,0.7235372019293824,,9,0.33829729880332216,10.170955139702011,1.571447999103463,0.07862667314169174,0.14545454545454545
development_influenza_like_015_outbreak,development_influenza_like_015,development,outbreak,influenza_like,4.274064853347289,70.0,72.0,2.0467319711003826,2,0.8096841590128712,1.3168057996081446,14,0.412411680763044,13.649850226943299,1.4010115406736299,0.22619449946615794,0.05454545454545454
development_influenza_like_015_no_outbreak,development_influenza_like_015,development,no_outbreak,influenza_like,4.274064853347289,,,2.0467319711003826,2,0.8096841590128712,,14,0.412411680763044,13.649850226943299,1.4010115406736299,0.22619449946615794,0.06818181818181818
development_influenza_like_016_outbreak,development_influenza_like_016,development,outbreak,influenza_like,4.302765732547708,55.0,58.0,3.1474256717519777,3,0.7555743940850785,1.5114268877790262,12,0.5760311853369167,15.102869710421674,0.7328644384573209,0.18810279153674125,0.09545454545454546
development_influenza_like_016_no_outbreak,development_influenza_like_016,development,no_outbreak,influenza_like,4.302765732547708,,,3.1474256717519777,3,0.7555743940850785,,12,0.5760311853369167,15.102869710421674,0.7328644384573209,0.18810279153674125,0.18181818181818182
development_influenza_like_017_outbreak,development_influenza_like_017,development,outbreak,influenza_like,3.581761739667807,64.0,67.0,3.83328128274925,3,0.9379623247549758,1.3179668019302904,14,0.3469685982611669,12.297521228898553,1.5028532832211938,0.23470145749421145,0.03636363636363636
development_influenza_like_017_no_outbreak,development_influenza_like_017,development,no_outbreak,influenza_like,3.581761739667807,,,3.83328128274925,3,0.9379623247549758,,14,0.3469685982611669,12.297521228898553,1.5028532832211938,0.23470145749421145,0.07272727272727272
development_influenza_like_018_outbreak,development_influenza_like_018,development,outbreak,influenza_like,3.0089010783967702,65.0,68.0,3.9155105334229146,3,0.8776256794645583,1.3526956979725344,15,0.26014094341126504,6.534994464363567,1.3446392635376068,0.29980740426193914,0.09090909090909091
development_influenza_like_018_no_outbreak,development_influenza_like_018,development,no_outbreak,influenza_like,3.0089010783967702,,,3.9155105334229146,3,0.8776256794645583,,15,0.26014094341126504,6.534994464363567,1.3446392635376068,0.29980740426193914,0.25
development_influenza_like_019_outbreak,development_influenza_like_019,development,outbreak,influenza_like,3.1698266664650294,63.0,64.0,1.2901707660082813,1,0.7160523172573765,1.8054901245174677,9,0.5892487144503096,9.597071224020866,0.8661374644344001,0.07796290011159812,0.07272727272727272
development_influenza_like_019_no_outbreak,development_influenza_like_019,development,no_outbreak,influenza_like,3.1698266664650294,,,1.2901707660082813,1,0.7160523172573765,,9,0.5892487144503096,9.597071224020866,0.8661374644344001,0.07796290011159812,0.21363636363636362
development_moderate_respiratory_000_outbreak,development_moderate_respiratory_000,development,outbreak,moderate_respiratory,6.49171100167705,51.0,53.0,2.225838718297642,2,0.8647689429966476,1.4130120354614961,17,0.2588083328379922,5.0378626069091865,1.0330464266828914,0.3080554149675655,0.09545454545454546
development_moderate_respiratory_000_no_outbreak,development_moderate_respiratory_000,development,no_outbreak,moderate_respiratory,6.49171100167705,,,2.225838718297642,2,0.8647689429966476,,17,0.2588083328379922,5.0378626069091865,1.0330464266828914,0.3080554149675655,0.22272727272727272
development_moderate_respiratory_001_outbreak,development_moderate_respiratory_001,development,outbreak,moderate_respiratory,5.390429984783866,50.0,51.0,1.2349829802192263,1,0.9556505769742512,1.23520891202931,16,0.6773092519840438,14.173313320827337,0.4849982243368832,0.19881786462041035,0.05909090909090909
development_moderate_respiratory_001_no_outbreak,development_moderate_respiratory_001,development,no_outbreak,moderate_respiratory,5.390429984783866,,,1.2349829802192263,1,0.9556505769742512,,16,0.6773092519840438,14.173313320827337,0.4849982243368832,0.19881786462041035,0.17727272727272728
development_moderate_respiratory_002_outbreak,development_moderate_respiratory_002,development,outbreak,moderate_respiratory,4.8890350407773395,64.0,65.0,1.2815316681295514,1,0.9062195200124289,1.2837895513853772,10,0.578913766815332,13.631288751395847,1.019841509471348,0.13608989616120662,0.02727272727272727
development_moderate_respiratory_002_no_outbreak,development_moderate_respiratory_002,development,no_outbreak,moderate_respiratory,4.8890350407773395,,,1.2815316681295514,1,0.9062195200124289,,10,0.578913766815332,13.631288751395847,1.019841509471348,0.13608989616120662,0.10454545454545454
development_moderate_respiratory_003_outbreak,development_moderate_respiratory_003,development,outbreak,moderate_respiratory,4.795534099040602,54.0,58.0,4.946669194317792,4,0.9436900336532645,1.215346814436056,9,0.45705357824386156,5.06606230750976,0.5440014705729636,0.16034144369258188,0.1590909090909091
development_moderate_respiratory_003_no_outbreak,development_moderate_respiratory_003,development,no_outbreak,moderate_respiratory,4.795534099040602,,,4.946669194317792,4,0.9436900336532645,,9,0.45705357824386156,5.06606230750976,0.5440014705729636,0.16034144369258188,0.12272727272727273
development_moderate_respiratory_004_outbreak,development_moderate_respiratory_004,development,outbreak,moderate_respiratory,5.9697272237472845,79.0,81.0,1.8099145930517975,2,0.8776964806247813,1.6643458593393592,20,0.5983004122850661,12.169363176654478,1.3629891753465464,0.15787421315490074,0.05
development_moderate_respiratory_004_no_outbreak,development_moderate_respiratory_004,development,no_outbreak,moderate_respiratory,5.9697272237472845,,,1.8099145930517975,2,0.8776964806247813,,20,0.5983004122850661,12.169363176654478,1.3629891753465464,0.15787421315490074,0.045454545454545456
development_moderate_respiratory_005_outbreak,development_moderate_respiratory_005,development,outbreak,moderate_respiratory,5.04580721780179,53.0,57.0,4.214408219251618,4,0.7318409460986969,1.2284692154629764,18,0.5911234335785096,7.819055926851694,1.257518646686319,0.15394964105491651,0.07272727272727272
development_moderate_respiratory_005_no_outbreak,development_moderate_respiratory_005,development,no_outbreak,moderate_respiratory,5.04580721780179,,,4.214408219251618,4,0.7318409460986969,,18,0.5911234335785096,7.819055926851694,1.257518646686319,0.15394964105491651,0.10909090909090909
development_moderate_respiratory_006_outbreak,development_moderate_respiratory_006,development,outbreak,moderate_respiratory,5.4686724886957006,76.0,78.0,2.2962353733394707,2,0.7662477374228351,1.2549408819443306,17,0.49901303427146915,15.55666179831,0.6502623392498599,0.1646913580333277,0.07727272727272727
development_moderate_respiratory_006_no_outbreak,development_moderate_respiratory_006,development,no_outbreak,moderate_respiratory,5.4686724886957006,,,2.2962353733394707,2,0.7662477374228351,,17,0.49901303427146915,15.55666179831,0.6502623392498599,0.1646913580333277,0.45
development_moderate_respiratory_007_outbreak,development_moderate_respiratory_007,development,outbreak,moderate_respiratory,4.623314711364716,58.0,59.0,1.1814617618530607,1,0.8835345580361251,1.3796455898955955,16,0.6732547615464266,10.52930874226253,1.1705040524193526,0.29348596298875135,0.04090909090909091
development_moderate_respiratory_007_no_outbreak,development_moderate_respiratory_007,development,no_outbreak,moderate_respiratory,4.623314711364716,,,1.1814617618530607,1,0.8835345580361251,,16,0.6732547615464266,10.52930874226253,1.1705040524193526,0.29348596298875135,0.05909090909090909
development_moderate_respiratory_008_outbreak,development_moderate_respiratory_008,development,outbreak,moderate_respiratory,6.46679577766753,59.0,62.0,3.929479807003437,3,0.8991832945456679,1.259715754567658,15,0.28099772703080955,6.8019740686773655,0.9958634068153316,0.131644544472142,0.10909090909090909
development_moderate_respiratory_008_no_outbreak,development_moderate_respiratory_008,development,no_outbreak,moderate_respiratory,6.46679577766753,,,3.929479807003437,3,0.8991832945456679,,15,0.28099772703080955,6.8019740686773655,0.9958634068153316,0.131644544472142,0.2863636363636364
development_moderate_respiratory_009_outbreak,development_moderate_respiratory_009,development,outbreak,moderate_respiratory,6.438213781970962,70.0,73.0,3.6112120615138346,3,0.8249814920370264,1.3864011575868471,15,0.5475353987737814,9.41436906951731,0.7809443537837981,0.2636115563114474,0.09090909090909091
development_moderate_respiratory_009_no_outbreak,development_moderate_respiratory_009,development,no_outbreak,moderate_respiratory,6.438213781970962,,,3.6112120615138346,3,0.8249814920370264,,15,0.5475353987737814,9.41436906951731,0.7809443537837981,0.2636115563114474,0.22727272727272727
development_moderate_respiratory_010_outbreak,development_moderate_respiratory_010,development,outbreak,moderate_respiratory,6.30932928576322,81.0,83.0,2.794152165515647,2,0.8349162586696927,1.2572453296452901,18,0.5650764833055453,7.886204879060628,1.0124007822097525,0.29578244969594764,0.07272727272727272
development_moderate_respiratory_010_no_outbreak,development_moderate_respiratory_010,development,no_outbreak,moderate_respiratory,6.30932928576322,,,2.794152165515647,2,0.8349162586696927,,18,0.5650764833055453,7.886204879060628,1.0124007822097525,0.29578244969594764,0.09545454545454546
development_moderate_respiratory_011_outbreak,development_moderate_respiratory_011,development,outbreak,moderate_respiratory,5.293422160303195,49.0,51.0,2.0848021194283093,2,0.7820834121714377,1.4189544544710342,19,0.5165664969718442,9.595977584476273,0.4393690614522852,0.2880015960027435,0.1409090909090909
development_moderate_respiratory_011_no_outbreak,development_moderate_respiratory_011,development,no_outbreak,moderate_respiratory,5.293422160303195,,,2.0848021194283093,2,0.7820834121714377,,19,0.5165664969718442,9.595977584476273,0.4393690614522852,0.2880015960027435,0.33181818181818185
development_moderate_respiratory_012_outbreak,development_moderate_respiratory_012,development,outbreak,moderate_respiratory,5.587868470223103,68.0,69.0,1.4288507095481684,1,0.9005473477683681,1.3391803967703577,13,0.40062041514846825,6.681047071851019,0.7638813424546487,0.13079518609977978,0.12727272727272726
development_moderate_respiratory_012_no_outbreak,development_moderate_respiratory_012,development,no_outbreak,moderate_respiratory,5.587868470223103,,,1.4288507095481684,1,0.9005473477683681,,13,0.40062041514846825,6.681047071851019,0.7638813424546487,0.13079518609977978,0.1318181818181818
development_moderate_respiratory_013_outbreak,development_moderate_respiratory_013,development,outbreak,moderate_respiratory,5.97606604569204,69.0,73.0,4.913751341897385,4,0.7841930633127074,1.4412999461476446,11,0.32702856369009625,8.545235098038269,0.6729827522958371,0.08913968353455873,0.22727272727272727
development_moderate_respiratory_013_no_outbreak,development_moderate_respiratory_013,development,no_outbreak,moderate_respiratory,5.97606604569204,,,4.913751341897385,4,0.7841930633127074,,11,0.32702856369009625,8.545235098038269,0.6729827522958371,0.08913968353455873,0.5136363636363637
